sample_idx,doc_id,party,year,text,economic,moral,scientific,security,health_environment,crisis_urgency,weaponization
472,ParlaMint-NL_2019-12-03-eerstekamer-4.u5,CDA,2019,"Wat betreft die eerste vraag, of ik trots ben op die vernieuwing. Het verhaal over de havens spreekt mij zeer aan. U bent er trots op. Ik heb het ook gezien. Ik denk dat het niet alleen een eengezinswoning is maar dat sommige zo groot zijn als een flatgebouw. Trots op die vernieuwing? Natuurlijk. Alleen, het wegsaneren van hypermoderne kolencentrales waar de wereld jaloers op is, om ze te vervangen door windmolens en zonnepanelen is geen vooruitgang. Dat is achteruitgang en dat is niet iets om trots op te zijn. Natuurlijk zijn we trots op innovatie, maar wij kiezen voor kernenergie en de opvolgers daarvan.",1,1,1,1,1,1,3
473,ParlaMint-NL_2019-06-05-tweedekamer-10.u59,D66,2019,Voorzitter. De heer Van der Molen had een motie over de uitvoeringsproblemen bij DUO. Ik wil hem vragen die motie aan te houden. DUO heeft een grote verantwoordelijkheid als uitvoerder van heel veel complexe regelingen. Het is niet alleen studiefinanciering aan een groot aantal studenten in het hoger onderwijs. Het is ook het lesgeld en de bekostiging van onderwijsinstellingen.,1,1,1,1,1,1,1
474,ParlaMint-NL_2021-11-02-tweedekamer-20.u130,D66,2021,"Dank u wel, voorzitter. Het rapport van het IPCC heeft ons met de neus op de feiten gedrukt. We zijn een laag land in een rivierdelta dat door de stijgende zeespiegel wordt bedreigd. Ik ben geboren en opgegroeid in een ander land dat ook bedreigd wordt door de stijgende zeespiegel: Suriname. Mijn hele familie woont er, mijn moeder woont er. Het land wordt bedreigd door verzilting, verdroging en een stijgende zee. Twee jaar terug was ik er nog, net voor de coronacrisis. Ik bezocht professor Naipal, die voor de kust van Suriname op natuurlijke wijze met het aanplanten van mangrove probeert om een natuurlijke barrière te maken tegen het stijgende water. Hij doet zeer belangrijk en zeer noodzakelijk onderzoek. Hij doet dat onderzoek met een heel laag budget, om een probleem op te lossen dat hij en de mensen voor wie hij het doet, niet veroorzaakt hebben. Want de veroorzaker van de stijgende zeespiegel is de CO die wij uitstoten. Preciezer: het is de CO die vooral de welvarende landen hebben uitgestoten in de geschiedenis en die zij nog steeds uitstoten. Ik vind het daarom onze morele plicht naar ontwikkelingslanden, landen als Suriname, om politiek leiderschap te tonen. Dat is onze morele plicht richting de landen die het hardst getroffen worden door de opwarming van de aarde. Voorzitter. Ik zie hier in de Kamer dat steeds meer partijen de ernst van klimaatopwarming zien en onderkennen dat we actie moeten ondernemen. We hoorden net de heer Erkens van de VVD, een partij die vier jaar terug toch echt andere taal uitsloeg. Het is tijd om door te pakken. Het is niet twee minuten voor twaalf, maar het is twee seconden voor twaalf. Ik zie ook dat besluiten die we hier in de Kamer nemen, effect hebben op dáár, elders in de wereld, aan de andere kant van de oceaan, in het land van mijn moeder bijvoorbeeld. Ik sta hier voor u omdat ik ervan overtuigd ben dat politiek leiderschap nodig is om deze crisis te keren. Want daar begint de oplossing. Een beter milieu begint niet bij jezelf, maar bij politiek leiderschap. Ik vind ook dat we met vlieg- en vleesschaamte het klimaat niet gaan redden. Dat doen we wel met een politiek die aan het stuur durft te zitten, die als strenge marktmeester en als regisseur van de grootste verbouwing waar we voor staan in dit land durft op te treden. En nee, het zal niet makkelijk zijn. Maar we moeten het wel doen. We moeten een schoon economisch systeem bouwen met de eerlijke prijs op vervuiling en een duw in de rug van schone innovatie. Voorzitter. Afgelopen donderdag was het Klimaatdag. Dit was pas de tweede Klimaatdag, die voortgekomen is uit de Klimaatwet. Maar weer was er teleurstelling. De Klimaatnota van dit jaar laat zien dat we de doelen nog steeds niet halen. We halen het Urgendadoel niet, maar ook het 2030-doel is nog steeds ver weg. We doen als politiek nog steeds te weinig. Ik weet dat de staatssecretaris nu even gaat glimlachen als ik het volgende zeg, maar dit kabinet is misschien demissionair, klimaatverandering is dat niet. Dit zal ik blijven zeggen tot we een missionair kabinet hebben. De PBL-doorrekening laat wel zien dat we beter op weg zijn dan bij het vorige rapport. Ik geef toe dat de staatssecretaris niet heeft stilgezeten. Doordat concreet beleid voor de industrie bijvoorbeeld in de vorm van een CO2-heffing is uitgewerkt, en voor de mobiliteit in de vorm van een vrachtwagenheffing met terugsluis, zijn we nu iets beter op weg. Het kan dus. Als de politiek leiderschap toont en zelf aan de knoppen durft te zitten, kunnen we klimaatverandering tegengaan. Voorzitter. Ik heb meerdere vragen aan de staatssecretaris. In hoeverre draagt de 6,8 miljard aan investeringen bij aan het Urgendadoel? Hoe gaat het met de onderhandelingen tot vervroegde sluiting van de Onyx-kolencentrale? Zijn er berekeningen voor het sneller afschalen van kolencentrales en het mogelijk opschalen van gascentrales? Voorzitter. De afgelopen tijd stapelen de nieuwsberichten zich op over de krapte van het stroomnet, een ander groot heet hangijzer in deze transitie. Er zijn bedrijven in Noord-Holland die geen stroom meer kunnen aftappen. Er zijn ook gezinnen die hun zonnepanelen kopen, maar de energie niet meer terug kunnen leveren aan het net. Ons stroomnet zit op sommige plekken werkelijk overvol. Er is gewoon echt meer nodig. De netbeheerders sturen ons — ik denk meerderen van ons — e-mails over de miljardeninvesteringen die in onze energie-infrastructuur gedaan moeten worden. Voorzitter. In de Tweede Kamer maken we ons er terecht zorgen over of iedereen kan meedoen. De dikte van je portemonnee mag niet de belemmering zijn. Iedereen moet deze transitie mee kunnen maken. De zogenaamde postcoderoosregeling, waarbij je samen met je wijk of dorp zonne-energie kunt opwekken zonder dat er panelen op je eigen dak liggen, is een hele succesvolle regeling en kan veel betekenen voor mensen die geen eigen dak of een kleine beurs hebben maar die wel willen meedoen in deze transitie en wel zonnepanelen willen hebben. Voorzitter. Ik noemde net al Bonaire, de energievoorziening op Bonaire. Voor de zomer hebben we hier met de Kamer over gesproken en kwamen we op een routekaart om de verduurzaming van de energievoorziening op dat prachtige eiland voor elkaar te krijgen. Nu wil het energiebedrijf WEB investeren in duurzame energie, maar het kan niet wachten op die routekaart.",3,4,3,1,3,4,1
475,ParlaMint-NL_2021-02-23-eerstekamer-13.u89,VVD,2021,"Ik vroeg daarnet niet zozeer aandacht voor de schuldeisers, maar met name voor de manier waarop er met de ouders wordt gecommuniceerd. In de nota naar aanleiding van het verslag staat namelijk dat het niet nodig is om toestemming te vragen aan ouders voor het delen van gegevens. Ik hoor net dat er ge-sms't wordt en dat er daarna wordt gebeld. Ik denk dan bij mezelf dat het heel eenvoudig moet zijn om dan ook even toestemming te vragen voor het proces dat er daarna gaat plaatsvinden. Je kunt dan ook vragen of ze het daarmee eens zijn en of ze daarvoor toestemming willen geven. Ik denk dat dat echt van groot belang is, want om het vertrouwen te behouden zul je echt goed moeten gaan communiceren.",1,1,1,1,1,1,1
476,ParlaMint-NL_2018-05-29-eerstekamer-5.u3,PVV,2018,"Kan de minister verder aangeven in hoeverre de Huurcommissie binnen haar taken uitspraken kan doen over huurwoningen vanwege beleid van woningcorporaties in het kader van de energietransitie? Dat zijn kosten die gigantisch kunnen oplopen: 190 miljard euro om alle huizen van Nederland energieneutraal te maken, gemiddeld €25.000 per woning volgens het Economisch Instituut voor de Bouw. Kan een huurder bij de Huurcommissie terecht wanneer doorgeslagen duurzaamheidsgedram van een verhuurder, zoals het afsluiten van aardgas en het installeren van kostbare warmtepompen, zorgt voor hogere huurlasten?",5,1,2,1,1,1,4
477,ParlaMint-NL_2019-05-28-tweedekamer-6.u5,PvdA,2019,"Beste Sybrand, ""One day I'll fly away""; die dag is nu gekomen. Maar voordat je definitief wegvliegt naar Friesland, wil ik je nog twee dingen meegeven, letterlijk. Het eerste is iets wat normaal gesproken is voorbehouden aan Kamerambtenaren en fractiemedewerkers die zich 25 jaar lang hebben ingezet voor de Tweede Kamer, maar vandaag geef ik het jou: een zilveren koetsje.",1,1,1,1,1,1,1
478,ParlaMint-NL_2017-06-22-tweedekamer-6.u2,PVV,2017,"Voorzitter. Begin deze maand maakte president Trump bekend dat de Verenigde Staten het klimaatakkoord van Parijs opzeggen. Dit besluit werd door de staatssecretaris en de meeste Kamerleden als een historische vergissing bestempeld. Sommige leden hielden het zelfs nog maar nauwelijks droog. Ook de linkse media waren hierdoor dagenlang van slag. In de berichtgeving werd vooral benadrukt wat voor gitzwarte dag het was en bij de staatspropaganda van de NOS maakte men het helemaal bont. Daar werd bericht dat deze actie van Trump zal leiden tot steeds extremer weer met misoogsten tot gevolg, het uitsterven van dieren- en plantensoorten en een stijgende zeespiegel door het smelten van de ijskappen, waardoor steden en landen kunnen overstromen. Waardoor wordt dit veroorzaakt? Dit komt doordat het Parijsakkoord landen specifieke restricties aan de CO-uitstoot oplegt. Dat leidt tot bizarre taferelen. Zo kwam het bericht over het terugtreden van Trump uit het klimaatakkoord op dezelfde dag dat de Europese staalindustrie een brandbrief verstuurde over de nieuwe, veel te strenge milieunormen. Het gevolg zal zijn dat hier fabrieken en banen in de staalindustrie verdwijnen doordat goedkoper staal uit China, dat nota bene op veel vervuilender wijze is gefabriceerd, wordt geïmporteerd. Kortom, het klimaatakkoord zorgt ervoor dat wij onze eigen industrie en bevolking hogere lasten gaan opleggen, terwijl hun banen verdwijnen naar landen als China waar men zeker tot 2030 volop mag doorgaan met uitstoten. Dat doen ze dan ook volop, want samen met India en Indonesië worden daar de komende jaren 1.736 nieuwe kolencentrales gebouwd. 1.736 nieuwe centrales terwijl er al duizenden staan! De staatssecretaris kon niet wachten met symbolisch meteen de bijdrage aan het IPPC te verdubbelen. Maar hoe zit het met de bijdrage aan de jaarlijkse 100 miljard van het klimaatfonds? Zal Nederland het gat dat Amerika laat vallen, ook opvullen? Zo ja, met hoeveel? Hoe lang blijft Nederland nog doorgaan met deze symboolpolitiek terwijl het weet dat de waarheid, hoe ongemakkelijk ook, is dat klimaatverandering van alle tijden is en dat het huidige klimaatbeleid van het subsidiëren van verouderde technieken en lastenverhogingen voor vervuilende industrieën in ontwikkelde landen zoals Nederland en de VS, niets zal doen om de veronderstelde opwarming van de aarde in de komende 83 jaar tegen te gaan?",4,1,2,2,2,1,4
479,ParlaMint-NL_2017-02-09-tweedekamer-9.u204,PvdA,2017,"Er is gevraagd naar de 20% klimaatgerelateerde uitgaven in het huidige MFK. Dat rapport van de Europese Rekenkamer is ons bekend, zeg ik tegen de Partij voor de Dieren. Ik vind het ook goed dat de Rekenkamer aandringt op het halen van dat streefcijfer van 20% klimaatgerelateerde uitgaven. Het is echt een kern van een Europese competentie om ervoor te zorgen dat ons klimaat verbetert. Ook voor Nederland is duurzaamheid een van de speerpunten voor de EU-begroting.",1,1,1,1,2,1,1
480,ParlaMint-NL_2021-12-16-tweedekamer-3.u85,VVD,2021,"Ik ben het op twee punten met de heer Eerdmans eens. Als alleen Nederland iets aan het klimaat zou doen, dan zou dat natuurlijk een beperkte impact hebben. Nederland is ongeveer 0,5% van de wereldeconomie, dus als alleen Nederland zich aan de doelstellingen van de klimaatakkoorden zou houden en de rest van de wereld lekker doorgaat met uitstoten, dan heeft de heer Eerdmans op zich een punt. Gelukkig is dat niet zo. In ieder geval in Europa, Amerika en grote delen van Azië worden op dit moment vergaande besluiten genomen om juist die gezamenlijke CO-uitstoot terug te dringen. Ten tweede heeft hij er ook gelijk in dat als je plannen maakt, je ook moet proberen om verstandige plannen te maken. Ik vind dat daar een goede balans in zit. Laat ik een plan noemen, of misschien nog een keer herhalen, dat ik al kort aanstipte. De komende jaren zal in de wereld behoefte blijven aan raffinage van olie en productie van plastic, staal en chemische producten. Dat zal de komende jaren, misschien zelfs tientallen jaren, nodig blijven voor onze wereldeconomie. De vraag die wij ons gesteld hebben, is: hoe kun je ervoor zorgen dat die industrieën in Nederland blijven en niet vervuilend weggaan, maar dat de manier waarop ze die spullen maken in ieder geval schoon is? Dan moet je, en dan maak je gebruik van de financiële slagkracht die we hebben, bereid zijn vergaand te investeren. De vraag is hoe je met groene waterstof dat soort industriële processen vorm kunt geven. Dat raakt de tien of elf grootste bedrijven in Nederland — dat zijn ook de grootste vervuilers — die je niet weg wilt hebben, want als ze weggaan, gaan die banen weg en dan gaan ze ergens anders vervuilen. Dan zou de heer Eerdmans gelijk hebben, want daarmee los je nog niks op. Ik vind dat nou zo'n voorbeeld waarmee je kunt zien dat we dat doen. Een ander voorbeeld is de energieproductie. We zeggen: je zult in de mix de komende jaren naast wind en zon ook ruimte moeten hebben voor kernenergie.",4,1,2,1,2,1,1
481,ParlaMint-NL_2019-04-03-tweedekamer-7.u49,D66,2019,"Is er in de Catshuissessie gesproken over dubieuze investeringen van banken? Ik wil verder geen uitspraken doen over de Catshuissessie. Ik weet even niet welke hier specifiek bedoeld is, maar als het gaat om duurzaamheid en herstel van vertrouwen in de bankensector, wordt er altijd gekeken dat duurzaamheid daar een onderdeel van is.",1,1,1,1,1,1,1
482,ParlaMint-NL_2018-12-18-tweedekamer-31.u307,VVD,2018,"De heer Van Dijk heeft gevraagd of Defensie wel is gecommitteerd. Absoluut, want wij doen dit met elkaar. Als we niet met elkaar in staat zijn om zowel de civiele behoefte als de militaire behoefte te definiëren, dan komen we niet tot een nieuw integraal herontwerp van het luchtruim. De afgelopen 50 jaar is het gegroeid, misschien ook organisch, zoals dat zo mooi heet, maar we zien dat er een nadrukkelijke behoefte is vanuit de civiele kant maar ook vanuit de militaire kant. Dat heeft niets te maken met ambities maar met veiligheid. Defensie is er voor de grondwettelijke taken. Wij moeten Nederland dus beschermen. Dat betekent dat wij niet alleen moeten zorgen dat er geen rare vliegtuigen het luchtruim binnen komen vliegen maar vooral ook dat we in Nederland kunnen oefenen om ervoor te zorgen dat onze militairen klaarstaan als ze worden uitgezonden of als ze in Nederland taken moeten uitvoeren. Zo heeft u afgelopen zomer kunnen zien dat Defensie nadrukkelijk heeft meegeholpen tijdens de droogte waar het ging om bijvoorbeeld de inzet van de Chinook.",1,1,1,2,1,1,1
483,ParlaMint-NL_2018-04-24-tweedekamer-38.u20,D66,2018,"Ik ben ieder geval blij te horen dat de SP deze wet gaat steunen. Beter maken is altijd goed; we zullen zien. Maar nog even over die generieke maatregel. Als er één groot bedrag generiek is dat de SP wilde behouden, dan is het de basisbeurs. Andere partijen hebben destijds een andere keuze gemaakt. Nu wordt er opnieuw voor een substantieel bedrag toch een generieke maatregel getroffen. En wie vindt de coalitie tegenover zich op dat punt? De SP! U heeft een laten we zeggen vrij aparte omgang met generiek: als het er is, dan moet het behouden blijven en als het er komt, dan moet het wegblijven.",1,1,1,1,1,1,1
484,ParlaMint-NL_2021-04-14-tweedekamer-7.u6,PvdD,2021,"Van de Partij voor de Dieren kunnen we het ook landbouwgif noemen. In afwezigheid van mevrouw Bromet is dat wat mij betreft een goed alternatief voor dat andere woord. Natuurlijk moeten we met elkaar inzetten op de plantaardige eiwittransitie, maar ik mis toch het gevoel bij de minister dat we de kweker bijstaan bij bijvoorbeeld de teelt van soja, die erg lastig op een goede manier voor elkaar is te krijgen in Nederland.",1,1,1,1,2,1,1
485,ParlaMint-NL_2020-02-18-tweedekamer-34.u372,D66,2020,"Er zijn eigenlijk verschillende redenen. Ten eerste, als je lid bent van de Europese Unie, zit je ook aan tafel. Dan praat je mee over de spelregels van de interne markt en allerlei andere zaken. Ik wil niet aan de zijlijn staan en geen invloed hebben op wat er in Brussel gebeurt. En voor mij is Europa meer dan alleen maar een handelsmarkt. Europa is ook een unie van waarden, waarin we met elkaar de rechtsstaat hooghouden, de veiligheid garanderen en waarin we met elkaar nu investeren in de grote uitdagingen van deze tijd — de klimaat- en energietransitie en de omschakeling naar een nog betere kenniseconomie — zodat we kunnen concurreren met grote blokken als China en Rusland.",3,2,1,3,1,2,1
486,ParlaMint-NL_2018-11-27-tweedekamer-33.u342,VVD,2018,"Tot slot de RVU. In die nacht was volstrekt helder dat ze dat absoluut wilden. ""Minimaal één keer nul"" werd mij gezegd. We hebben het hele weekend contact gehouden en berekeningen gemaakt. Het aanbod dat er lag, had een contante waarde van 900 miljoen. Van die 900 miljoen kun je voor de zware sectoren — de havenarbeiders, mensen in de bouw, stratenmakers — maatwerk bieden. Nee, zeiden ze. Daar waren ze het niet mee eens en het klopte niet et cetera. Toen kwam de halvering naar 26 en dat kostte 750 miljoen en dan was er nog 150 miljoen voor maatwerk. Dat is de reden dat wij tegen elkaar zeiden, zonder dat te polsen bij de coalitie: oké, dan gaan we toch die nul bieden, want we willen eruit komen. Dat hebben we ook gevraagd. We hebben gezegd: als jullie dat doen, gaan wij terug naar de coalitie en zijn we eruit. Dat voorbehoud heb ik wel gemaakt, maar ik heb de indruk dat de fractievoorzitters daar ja tegen zouden hebben gezegd.",4,1,1,1,1,1,1
487,ParlaMint-NL_2019-11-19-tweedekamer-17.u118,VVD,2019,"Ik vraag om te beginnen hoe de minister hier zelf naar kijkt, in de wetenschap dat we ons als Kamer hier nog veel verder in gaan verdiepen volgende week. Ik vraag er wel aandacht voor dat netbeheerders natuurlijk ook een aansluitingsplicht hebben. Ik denk dat duurzame energieprojecten een veel grotere vlucht hebben genomen dan een paar jaar geleden verwacht kon worden.",1,1,1,1,1,1,1
488,ParlaMint-NL_2017-07-11-eerstekamer-7.u172,VVD,2017,"Ik kom toch even op de vraag of we wel binnen de lijntjes kleuren. Mijn antwoord op die vraag in relatie tot het continuïteitscriterium is een volmondig ja. De bedoeling van de grondwetgever is dat de samenwerkingsschool een uitzonderingsvariant moet zijn en blijven in ons duale stelsel, en dat hij alleen onder bepaalde omstandigheden door een fusie tot stand komt. De heer Bruijn vroeg mij te reflecteren op het oorspronkelijke wetsvoorstel uit 1995, dat destijds stuitte op strijdigheid met de Grondwet. Dat wetsvoorstel heeft het niet gehaald, maar dat ging ook vele malen verder. Dat maakte het ook mogelijk om samenwerkingsscholen te stichten, vanaf begin af aan. Na de grondwetswijziging is er door de grondwetgever heel bewust voor gekozen om, ten behoeve van het behoud van het duale bestel, de samenwerkingsschool als een uitzonderingsvariant te beschouwen. Tegelijk moeten we kijken naar de wet uit 2011, die ook een uitzondering tot stand probeerde te brengen. Die uitzondering, dat muizengaatje, was dermate klein dat er echt ook geen muis doorheen paste. Dat wetsvoorstel had de bedoeling om iets mogelijk te maken, maar we moeten constateren dat het in de praktijk een dode letter is. Er is geen enkele school die van die uitzonderingsmogelijkheid die destijds is gecreëerd, gebruik heeft gemaakt.",1,1,1,1,1,1,1
489,ParlaMint-NL_2018-03-08-tweedekamer-11.u10,PvdD,2018,"Misschien dat hij zelfs een van die punten kan noemen in antwoord op mijn vraag. Want de heer Van der Lee had het al over de bijdrage van de veeteelt aan de klimaatverandering. Daar heb ik D66 nog niet over gehoord. In het verleden pleitte D66 ook wel voor een reductie van het aantal dieren. We hebben in Nederland tussen de 500 miljoen en 600 miljoen landbouwdieren: kippen, varkens en koeien. Is D66 het met mij eens dat het aantal dieren fors omlaag moet, willen we een echte bijdrage leveren aan het tegengaan van klimaatverandering?",1,1,2,1,2,1,1
490,ParlaMint-NL_2019-07-03-tweedekamer-15.u265,PvdD,2019,"Ik heb een vraag aan de heer Baudet. Hij houdt een pleidooi voor de beste universiteiten, de beste wetenschappers, de beste innovatie. The brightest minds! En het is nou net een groot deel van die wetenschappers, die universiteiten, die innoverende wetenschappers die zeggen: klimaatverandering wordt echt door de mens gedreven.",1,1,4,1,1,1,1
491,ParlaMint-NL_2021-09-30-tweedekamer-11.u69,VVD,2021,"Voorzitter, dank u wel. In maart van dit jaar las ook ik het artikel in NRC over de hartverscheurende verhalen van oud-leerlingen van scholengemeenschap Gomarus, die heel dapper vertelden hoe ze gedwongen werden om hun homoseksuele gevoelens op te biechten aan hun ouders. Ze werden als het ware uit de kast geduwd terwijl ze daar zelf niet aan toe waren. Kinderen moeten altijd en overal zichzelf kunnen zijn, zeker ook op school. Daar hoort het veilig te zijn. Door je leraar uit de kast geduwd worden, past daar totaal niet bij en is dus onacceptabel.",1,1,1,1,1,1,1
492,ParlaMint-NL_2018-11-06-tweedekamer-28.u52,VVD,2018,"Ik denk dat de heer Moorlag een aantal elementen heeft gemist, maar ik zal het graag ophelderen. Geen enkel probleem. De VVD vraagt al vanaf het begin van het klimaatakkoord of er genoeg ruimte is aan de tafels voor innovaties, van waterstof, geothermie tot en met kernenergie. Vorige week hebben wij met elkaar een rondetafel gehad. Daar heb ik ook opmerkingen gemaakt over kernenergie. Dezelfde avond heeft de heer Dijkhoff inderdaad in Groningen een heel debat gehad over kernenergie. Als we vervolgens de rapporten van de IPCC bestuderen en zien dat in alle relevante modellen kernenergie een onderdeel is van de energiemix, dan vinden wij dat wij daar iets mee moeten en dan is het niet gek dat wij daarvoor tijdens dit debat aandacht vragen.",1,1,3,1,1,1,1
493,ParlaMint-NL_2019-02-20-tweedekamer-16.u63,VVD,2019,"We exporteren nu nog zo'n 11 miljard kuub. Maar in 2030 is dat weg. En dan is er nog een daling van het verbruik. We verbruiken nu 30 miljard kuub; in 2030 — en dat is dan zonder kolencentrales gerekend — hebben we nog 23 miljard kuub nodig. Relevant is de klimaatvraag van de heer Van Ojik. Belangrijk om te weten is dat gas, ook voor Nederland, echt een transitiebrandstof is, met de nadruk op transitie. Wij willen in 2050 niet uitkomen bij gas. Wij willen dan weg zijn van gas en dan gaan wij voor duurzame oplossingen. Het kabinet probeert daarin te grossieren met een klimaatakkoord. Dat zal maatschappelijk nog wel wat discussie vergen, maar iedereen weet dat we daar uiteindelijk naartoe moeten. Dat is de meest klimaatvriendelijke optie. Vlak daarna komt Nederlands gas. Dat is ook de reden dat ik met hart en ziel, en niet altijd onder gejuich, toch ook inzet op Nederlandse gaswinning waar dat nog veilig kan. Ik was de eerste om te zeggen dat dat in Groningen niet meer veilig kan, maar dat is niet ten principale. Het is niet zo dat we het Groningenveld afkoppelen omdat we duurzame ambities hebben. Nee, we hebben de komende jaren nog gas nodig en daar waar het in Nederland veilig kan, blijven we gas winnen. En in 2050 is het afgelopen. Nederlands gas is in de gasmarkt verreweg de meest duurzame oplossing. Daarna komt pijpleidinggas van elders, daarna komt lng en uiteindelijk zijn het die verrekte kolencentrales, die we moeten uitfaseren, want met kolencentrales is er geen klimaatdoelstelling van Parijs te halen.",2,1,3,2,2,2,1
494,ParlaMint-NL_2020-10-01-tweedekamer-4.u8,CDA,2020,"Het is natuurlijk waar dat het kabinet dat laatste, alles op een groene manier, niet gedaan heeft. Eerlijk gezegd zou ik dat ook niet verstandig vinden. Waarom? Omdat we nu toch echt te maken hebben met een situatie waarin het hemd nader is dan de rok en het gewoon de vraag is of mensen morgen of overmorgen hun baan nog wel hebben, of wellicht niet meer hebben omdat de overheid geen helpende hand toesteekt. In die afweging vind ik het eerlijk gezegd wel verstandig dat we echt voor dat primaire doel hebben gekozen. Wat ik zou hopen dat de heer Van Raan herkent — hij zal zeggen dat het te mager is, maar ik zou toch hopen dat hij de beweging wel herkent — is dat daar waar dat kan, het kabinet wel degelijk ook de tand des tijds weet te verstaan. Er is namelijk een discussie gevoerd over vergroening bij de leningen richting KLM, en groene criteria zijn heel nadrukkelijk onderdeel van de discussie over het Groeifonds.",4,1,1,1,1,1,1
495,ParlaMint-NL_2021-11-23-tweedekamer-18.u17,VVD,2021,"Voorzitter. Naast de relatie met het Verenigd Koninkrijk, is het sluiten van nieuwe, moderne handelsverdragen prioriteit. De Nederlandse overheid dient de huidige Trade Policy Review in Brussel te ondersteunen, actief in te zetten op het afsluiten van nieuwe handelsverdragen met bijvoorbeeld Nieuw-Zeeland, het bestaande multilaterale stelsel van de WTO te helpen hervormen en CETA te ratificeren. Zonder forse investeringen in handelsrelaties in combinatie met de energietransitie en de verduurzaming komt de export van het Nederlandse verdienvermogen onder druk te staan, zeker in de wetenschap dat de rest van de wereld niet stilzit en in hoog tempo zelf nieuwe handelsverdragen blijft sluiten. De EU zet daarom in op nieuwe handelsverdragen en hervorming van de WTO voor het behoud van een gelijk speelveld. Voorzitter. Een verbinding van het Nederlandse innovatie- en handelsbeleid met de integrale interdepartementale aanpak van EZK en BuHa-OS voor het internationaal opererende bedrijfsleven, waar innovatie een expliciet onderdeel van uitmaakt, is essentieel. Innovatieve technologieën leveren oplossingen voor de wereldwijde uitdagingen waarmee de Sustainable Development Goals gehaald kunnen worden. Voorzitter. Recent is op de COP26 besloten om fossiele investeringen in het buitenland door Nederlandse ondernemingen per 2023 niet meer te ondersteunen. Ik zie dat de heer Van der Lee daar blij mee is. Concreet gaat het vooral om de vergroening van de exportkredietverzekering. Hier heb ik al samen met anderen schriftelijke vragen over gesteld. Zojuist voor de begrotingsbehandeling hebben we de antwoorden gekregen. Het bedrijfsleven had eerder al aangegeven de verzekering voor fossiele projecten via een internationaal en realistisch tijdpad af te willen bouwen, gecombineerd met aanvullend overheidsbeleid. Dit is nu versneld door de verklaring die Nederland op 8 november tijdens de COP heeft getekend. Maar het gaat hier wel om bedrijven die ook weer Nederlandse toeleveranciers hebben en waar banen van Nederlandse gezinnen van afhangen. De leden van de VVD-fractie vinden het van groot belang dat er met de sector wordt gesproken over een zorgvuldige transitie. Dat gaat over de heldere afbakening, tijdpaden en een stevig pakket voor behoud van kennis en banen.",5,1,1,1,1,1,1
496,ParlaMint-NL_2020-06-24-tweedekamer-6.u88,PvdA,2020,"Juist het behoud van goede ambulancezorg is voor mij het belangrijkste uitgangspunt van de nieuwe wet, het te allen tijde 7 keer 24 uur beschikbaar zijn. Daarom is het wetsvoorstel gebaseerd op continuïteit. De huidige 25 RAV's krijgen een aanwijzing voor onbepaalde tijd. Ja, dat biedt duidelijkheid, zekerheid en stabiliteit aan patiënten, medewerkers en ketenpartners in de acute zorg en de veiligheid. De 25 RAV's hebben in hun regio het alleenrecht en de plicht om ambulancezorg te leveren. De representerende zorgverzekeraars blijven zorg inkopen. De bekostiging blijft gebaseerd op budgetparameters. Doordat de zorgverzekeraars hun rol in de ambulancezorg behouden, kunnen zij verschillende vormen van acute zorg in de keten in samenhang inkopen.",1,1,1,1,1,1,1
497,ParlaMint-NL_2019-02-05-eerstekamer-7.u11,D66,2019,"Voorzitter, dat hoort u mij natuurlijk niet zeggen. Maar ik begrijp dus wel dat de heer Van Hattem van de PVV dacht: daar kunnen wij hier ook een graantje van meepikken. Maar in alle ernst: we hebben in Nederland een mooie traditie, namelijk dat wij samenwerken in dit land. Als er grote problemen op ons afkomen, weten we die samen te bedwingen. Heel vaak wordt de strijd tegen het water dan als voorbeeld genoemd. Dat is een beetje een cliché geworden: samen polders en dijken bouwen om het water te bedwingen. Dat cliché is misschien juist nu, als het gaat om de klimaatverandering, ook weer van toepassing, niet alleen vanwege de stijging van de waterspiegel, die daarbij natuurlijk een rol speelt, maar juist ook vanwege die gemeenschappelijkheid, die gemeenschappelijke strijd, waarbij we eigenlijk iedereen nodig hebben. Daarom heeft het kabinet in de aanloop naar de besluitvorming meer dan 100 organisaties uitgenodigd om met ons mee te denken en met ons mee te werken aan het beperken van de uitstoot van CO. Vanuit het kabinet willen we heel graag samenwerken met maatschappelijke partijen, maar natuurlijk niet alleen. We willen ook met zo veel mogelijk politieke partijen samenwerken. Dat vereist dat partijen met ideeën komen die ook echt helpen. Maar samenwerken wordt heel moeilijk als politieke partijen niet met ideeën komen maar de werkelijkheid eigenlijk gewoon aan het ontkennen zijn. Dat zeg ik in de richting van de heer Van Hattem. Dat is overigens een reden te meer om de inbreng van de heer Köhler van de SP te waarderen. Opbouwende kritiek, daar kun je wat mee. Dat is wat mij betreft nuttiger dan kritiekloze verwerping van de klimaatverandering.",1,2,1,1,2,1,3
