bloc,subject,count
Right,stikstofgebruiksnorm,1
Right,toevoeging,1
Right,krw-normen,1
Right,navo,2
Right,navo-lidstaat,1
Right,omstandigheid,1
Right,onderbouwing,5
Right,opening,1
Right,bouw,2
Right,belang,9
Right,formateur,1
Right,datum,2
Right,rapportage,1
Right,oorzaak,4
Right,voedselproductie,2
Right,nutriënte,1
Right,recht,1
Right,sunset,2
Right,innovatie,9
Right,eu-taxonomie,1
Right,joint,1
Right,klimaatambitie,2
Right,intentie,1
Right,capaciteit,5
Right,tegenstelling,2
Right,retailer,1
Right,emissie,3
Right,klimaatplan,3
Right,risico,9
Right,internationaal,4
Right,component,1
Right,plan,10
Right,pluimveehouderij,1
Right,kostprijs,2
Right,profijt,1
Right,inkomen,2
Right,koopkrachtverlie,1
Right,verhoging,4
Right,nadeel,3
Right,stelsel,1
Right,vaststelling,1
Right,stikstofruimte,2
Right,mirt-projecten,1
Right,lijst,1
Right,certificering,1
Right,marktinitiatieven,1
Right,duurzaamheidsstreefdoel,1
Right,schadevergoeding,1
Right,rapport,12
Right,stikstofreductie,4
Right,eelde,1
Right,middel,8
Right,middensegment,1
Right,stikstofcrisis,3
Right,kwestie,7
Right,tijdpad,1
Right,bodemmetingen,1
Right,maatwerk,1
Right,natuurbeheer,1
Right,stikstofoverbelasting,1
Right,ministerpresident,4
Right,autoriteit,3
Right,depositiewaard,2
Right,correlatie,1
Right,natuurbeleid,3
Right,milieuruimte,1
Right,instrument,3
Right,combinatie,5
Right,emissiereductie,1
Right,bank,6
Right,verduurzaming,4
Right,woonwijk,1
Right,ruimte,10
Right,aanpak,7
Right,reservering,1
Right,havenbekk,1
Right,rechtbank,1
Right,student,2
Right,groep,5
Right,verwarmingsinstallatie,1
Right,verordening,3
Right,kunstmestvervanger,3
Right,conceptbeschikking,1
Right,onderzoekscentrum,1
Right,tegemoetkoming,1
Right,tek-,1
Right,bakker,3
Right,vertrouwen,2
Right,raad,11
Right,bouwstop,1
Right,bedrijfslocatie,1
Right,gezin,3
Right,debat,10
Right,stikstofdeadline,3
Right,heer,103
Right,steun,3
Right,lidstaat,5
Right,rijkswaterstaat,2
Right,waterkwaliteit,2
Right,mkb-bedrijf,2
Right,klimaatvandalisme,1
Right,versnellingsaanpak,1
Right,biogrondtoff,1
Right,beleidsgat,1
Right,verdienvermogen,4
Right,kerncentrale,3
Right,inzet,8
Right,herijking,1
Right,prijsplafond,2
Right,schiphol,6
Right,situatie,10
Right,rijksoverheid,2
Right,wnbvergunning,1
Right,handhaving,1
Right,veehouder,1
Right,drempelwaarde,4
Right,doelstelling,14
Right,compensatie,3
Right,broeikasgasemissie,1
Right,vastlegging,1
Right,anlb-deelnemer,1
Right,druk,4
Right,biodiversiteitsambitie,1
Right,opgaf,3
Right,staatskas,2
Right,waterstof,6
Right,onzekerheid,5
Right,grondstof,3
Right,luchtvaart,5
Right,pas-melders,1
Right,kachel,1
Right,bestuur,2
Right,boerenstand,1
Right,paasvuren,1
Right,habitatrichtlijn,1
Right,piekbelastersaanpak,2
Right,realisatie,3
Right,mismatch,1
Right,familie,2
Right,johan,1
Right,kottervloot,2
Right,brandstofprijs,1
Right,subsidie,11
Right,investeringsmogelijkhead,1
Right,toegang,1
Right,jaarafrekening,1
Right,kaderrichtlijn,1
Right,gesteldheid,1
Right,stikstofdossier,1
Right,motie-eppink,1
Right,gebiedsplann,1
Right,stikstofdoelen,1
Right,coalitiepartij,2
Right,ophand,1
Right,kamer-,1
Right,stikstof,14
Right,factor,3
Right,gasprijs,2
Right,noorden,1
Right,energiearmoede,2
Right,energierekeninag,1
Right,europarlementariërs,1
Right,eurocommissarissen,1
Right,natuurherstelverordening,2
Right,onderdeel,6
Right,frankrijk,5
Right,klimaatbeheersingstechniek,1
Right,overstapboete,1
Right,file,2
Right,filevorming,1
Right,netbeheerder,4
Right,meting,2
Right,import,3
Right,probleem,12
Right,koei,1
Right,veestapel,2
Right,areaaluitbreiding,1
Right,animo,1
Right,middelvoorschrift,1
Right,aardappel,1
Right,suikerbieten,1
Right,suikerbiet,1
Right,willekeur,1
Right,depositie,4
Right,windpark,2
Right,faillissement,1
Right,wageningen,1
Right,impact,3
Right,zaadbehandeling,1
Right,afwijking,1
Right,efsa,1
Right,kritiekpunt,1
Right,ctgb,1
Right,toelatingscriteria,1
Right,inkomensondersteuning,2
Right,stimuleringsregeling,1
Right,regeling,9
Right,energiebelasting,8
Right,200%,1
Right,marktpartij,1
Right,overheidsdeelname,1
Right,langetermijncontract,1
Right,motie-van,2
Right,zone,1
Right,daling,5
Right,stikstofproblematiek,2
Right,beoordeling,2
Right,ondergren,1
Right,schijnzekerheid,1
Right,model,3
Right,boerenprotest,1
Right,momentum,1
Right,kolencentrale,9
Right,technologie,3
Right,initiatief,5
Right,havenbedrijf,1
Right,energie-armoede,1
Right,voorstel,10
Right,project,6
Right,uitvoeringspakket,1
Right,ontgassingsinstallatie,1
Right,verbod,1
Right,renure,1
Right,kers,1
Right,fruitvlieg,1
Right,kersenteler,1
Right,ambitie,6
Right,vertraging,1
Right,wind-op-zeeambitie,1
Right,bodemmonitoringsrichtlijn,1
Right,oppervlakte,1
Right,rotterdam,1
Right,woordvoerder,5
Right,ondernemerschap,1
Right,opbrengst,4
Right,product,4
Right,voedsel,1
Right,budgett,2
Right,inspraak,1
Right,natuurproject,2
Right,infrastructuur,2
Right,uitrol,2
Right,uitgangspunt,2
Right,raffinageroute,3
Right,waterstofmarkt,1
Right,correctiefactor,1
Right,duitsland,7
Right,verdrag,2
Right,opzegvergoeding,1
Right,subsidieregeling,1
Right,monument,2
Right,aa-lijst,1
Right,hoofdlijnenakkoord,3
Right,bedrijvigheid,4
Right,exploitant,2
Right,nettarief,1
Right,elektrificatie,2
Right,studie,3
Right,cijfer,5
Right,lastenverlichting,1
Right,uitspoeling,1
Right,kunstmest,1
Right,energieverbruiker,1
Right,windenergie,12
Right,landbouw,6
Right,circulaireplasticsindustrie,1
Right,verschuiving,2
Right,wolven,1
Right,reductie,3
Right,functie,1
Right,ruimtegebruik,1
Right,lijn,1
Right,lachgascilinder,1
Right,regeringsbeleid,1
Right,apparaat,1
Right,klimaat-,7
Right,co2-heffing,1
Right,toepassing,1
Right,denemarken,2
Right,deelstaat,1
Right,energiegemeenschappen,1
Right,waarborgfonds,1
Right,aansluit,1
Right,kader,2
Right,energievraag,1
Right,autonomie,2
Right,aansluiting,1
Right,doorzettingsmacht,1
Right,betaalbaarheid,3
Right,besluitvorming,1
Right,energiekost,2
Right,woningbouw,1
Right,stikstofslot,2
Right,bepaling,2
Right,tunnelvariant,1
Right,expertoordeel,1
Right,haalbaarheid,1
Right,rijkscoördinatieregeling,2
Right,monitoring,1
Right,wetwijziging,1
Right,duurzaamheidsfactor,1
Right,wetgeving,1
Right,eigendom,1
Right,co-uitstoot,34
Right,klimaatverandering,26
Right,parijsklimaatakkoord,1
Right,kans,5
Right,akkoord,3
Right,moment,5
Right,tussenfase,1
Right,klimaatwet,11
Right,percentage,5
Right,klimaatdoe,1
Right,mevrouw,59
Right,duurzaamheid,11
Right,bedrijven,4
Right,helft,10
Right,uitkomst,2
Right,vervuiler,5
Right,voorbeeld,6
Right,systeem,6
Right,bezwaar,1
Right,weging,1
Right,begrip,1
Right,energievoorziening,4
Right,aarde,3
Right,antwoord,5
Right,innovaties,2
Right,toekomst,2
Right,draagvlak,8
Right,werkgever,1
Right,december,1
Right,borgingscommissie,2
Right,overgang,4
Right,geld,13
Right,verbranding,1
Right,biomassa,28
Right,petajoule,1
Right,achterban,1
Right,politicus,1
Right,besluit,4
Right,optelsom,1
Right,richting,2
Right,voorzitter,2
Right,sde+-tarief,1
Right,leveringszekerheid,4
Right,energietransitiefinancieringsfaciliteit,1
Right,broeikasgas,2
Right,kabinett,1
Right,beprijzing,1
Right,nettoprijs,1
Right,woud,1
Right,zuivering,1
Right,groningen,5
Right,energiebesparing,3
Right,brandstof,15
Right,regel,4
Right,afbouwplan,2
Right,marktwerking,2
Right,methaan,4
Right,invloed,5
Right,president,3
Right,coreductie,1
Right,meeconvenant,1
Right,couitstoot,8
Right,broeikasgasintensiteit,1
Right,belasting,4
Right,ouder,1
Right,energieagenda,1
Right,prognose,1
Right,broeikasgass,1
Right,pensioenfond,2
Right,omgevingswet,1
Right,nec-richtlijn,1
Right,provincies,1
Right,programma,3
Right,zaak,6
Right,hoeveelheid,5
Right,technologieën,2
Right,uitdaging,1
Right,volkskrant,1
Right,term,2
Right,idee,4
Right,woning,6
Right,energieopwekking,4
Right,afsprak,1
Right,parijsakkoord,1
Right,bericht,1
Right,staalindustrie,1
Right,waarheid,2
Right,verslechtering,1
Right,opslag,9
Right,energieverbruik,17
Right,werkelijkheid,1
Right,groei,6
Right,veroorzaker,1
Right,somme,1
Right,aanwijzing,2
Right,deltafonds,1
Right,formatie,1
Right,palestijn,1
Right,duurzaamheidsaanpassing,1
Right,vliesgevelwoning,1
Right,belastinggeld,2
Right,brief,1
Right,klimaatdoelstelling,3
Right,klap,2
Right,stroom,2
Right,overleg,1
Right,energie-inkoopbeleid,1
Right,afspraak,4
Right,mistvergisting,1
Right,sectorkenmerk,1
Right,fossiel,5
Right,fractie,9
Right,nieuws,1
Right,zonne-energie,3
Right,orkaan,1
Right,heffing,4
Right,bruinkoolcentrale,1
Right,raming,1
Right,trein,2
Right,elektriciteitsproductie,1
Right,wetgever,1
Right,geluid,1
Right,agent,1
Right,hoofdgewas,1
Right,paar,1
Right,temperatuurstijging,1
Right,non-ets-sectoren,1
Right,wijze,2
Right,bodem,2
Right,basis,2
Right,bron,6
Right,rivm,4
Right,verandering,1
Right,herstel,1
Right,teruggang,1
Right,duurzaamheidsafsprak,3
Right,geschillenbeslechtingsmechanisme,1
Right,digitalisering,1
Right,cyberaanvallen,1
Right,mest,1
Right,uitspraak,4
Right,afhankelijkheid,2
Right,stikstoffabriek,4
Right,verspilling,1
Right,verantwoordelijkheid,1
Right,terugkeer,1
Right,omslag,2
Right,vestigingsklimaat,7
Right,bedrijfsleven,2
Right,berekening,2
Right,uitbreiding,2
Right,ondersteuning,2
Right,huis,2
Right,stap,1
Right,tekst,1
Right,ontwikkelingsland,1
Right,samenwerking,3
Right,luchtkwaliteit,1
Right,complimenten,1
Right,netwerk,2
Right,ramspolbrug,1
Right,nederlander,7
Right,denkfout,1
Right,tonon,1
Right,rekening,9
Right,inkomenseffectrapportage,1
Right,huishouden,7
Right,conclusie,2
Right,henk,1
Right,check,1
Right,enthousiasme,2
Right,jesse,2
Right,topsectoren,1
Right,kernvraag,1
Right,begroting,2
Right,fabrikant,1
Right,medicijnkastje,1
Right,collega,10
Right,gedrag,1
Right,sleutelwoord,1
Right,industriecoalitie,1
Right,deelbelang,1
Right,brit,1
Right,voortuintjes,1
Right,resultaat,3
Right,tiental,1
Right,jongen,2
Right,vrijheidsgrad,1
Right,klimaateffect,8
Right,tariefstelling,1
Right,beeld,5
Right,verhuurder,1
Right,geluidseffecten,1
Right,meneer,5
Right,succes,1
Right,groenlinks,3
Right,mond,1
Right,kaak,1
Right,klimaatschade,1
Right,industrieën,2
Right,schaduwprijs,1
Right,aardbeving,1
Right,onaangenaamheden,1
Right,wetsbehandeling,1
Right,vervoersinspectiediensten,1
Right,club,1
Right,vuistdiep,1
Right,elektriciteit,2
Right,energiemarkt,2
Right,klimaatgekkie,2
Right,verhaal,2
Right,natuurramp,4
Right,marcel,2
Right,ijsbeur,1
Right,voedselveiligheid,1
Right,biodiversiteit,12
Right,spanningsveld,1
Right,samenloop,3
Right,nogmaals,1
Right,verkiezingsdebat,1
Right,crux,1
Right,herziening,3
Right,bescherming,1
Right,warmtenett,1
Right,energiedebat,1
Right,oplossing,6
Right,restwarmte,1
Right,repliek,1
Right,mestvergisting,1
Right,gasnet,1
Right,bewaking,1
Right,duurzaamheidsprediker,1
Right,indeling,1
Right,seradvies,1
Right,olie,1
Right,opdracht,2
Right,toespraak,1
Right,grenswaard,1
Right,akzonobel,1
Right,corporaties,1
Right,duurzaamheidsfanatiekeling,1
Right,hand,1
Right,onderzoeken,2
Right,unie,2
Right,klimaatadaptatie,2
Right,veengrond,1
Right,meid,1
Right,jaartal,1
Right,duurzaamheidsdoelstelling,2
Right,geluidsoverlast,1
Right,vlucht,1
Right,cryptovaluta,1
Right,constatering,1
Right,vraagstuk,8
Right,uitgangspunte,1
Right,huurcommissie,1
Right,huurder,1
Right,duurzaamheidsgedram,1
Right,bewoner,4
Right,rijksregelingen,1
Right,co-uitstootvermindering,1
Right,talking,1
Right,verkeer,2
Right,klimaattafel,2
Right,gaandeweg,1
Right,ets-systeem,1
Right,kracht,1
Right,station,1
Right,gascentrale,2
Right,wateroverlast,2
Right,spoor,1
Right,vvdfractie,4
Right,energetica,1
Right,warmtebronan,1
Right,natuurrampen,1
Right,leidraad,1
Right,overweging,1
Right,deal,3
Right,wetenschap,3
Right,huishoudportemonnee,1
Right,lening,2
Right,inspanningsverplichting,1
Right,cpbonderzoek,1
Right,welvaart,4
Right,duurzaamheidsoperatie,1
Right,kunst,1
Right,kind,4
Right,gaswinning,1
Right,overheidsrol,1
Right,blik,1
Right,instabiliteit,1
Right,lastenverdeling,1
Right,onderwijs,3
Right,visie,2
Right,veronderstelling,1
Right,energiebronin,1
Right,concept,1
Right,oceanen,1
Right,balans,1
Right,weglekeffect,1
Right,ocean,1
Right,bandbreedte,1
Right,ordegrootte,1
Right,afvalproblematiek,1
Right,onderzoeksbureau,1
Right,beroep,1
Right,kabinet-rutte,2
Right,rest,5
Right,gesprek,2
Right,energiemix,3
Right,achtervang,1
Right,back-upplan,1
Right,avond,1
Right,strijd,2
Right,leed,1
Right,diederik,1
Right,pvda'er,1
Right,energiewende,1
Right,optie,2
Right,concentratie,2
Right,lucht,1
Right,scheepvaart,1
Right,ienw,1
Right,milieuwinst,1
Right,vrachtwagen,1
Right,route,1
Right,schoonheid,1
Right,last,2
Right,sturing,3
Right,marktomstandigheid,1
Right,oecd,1
Right,samenstelling,1
Right,jeetje,1
Right,investeerder,1
Right,dijkhoff,3
Right,krant,1
Right,welvaartsgroei,1
Right,verhouding,1
Right,tijdstip,1
Right,grafiek,1
Right,productieproces,2
Right,amendement,5
Right,pact,1
Right,voortvloeit,1
Right,gebouw,1
Right,schatting,1
Right,india,1
Right,meningsverschil,1
Right,jongetje,1
Right,streefdoel,1
Right,initiatiefnemer,1
Right,ijsbeer,3
Right,principe,1
Right,klimaatfetisjisten,1
Right,gezondheidsraad,1
Right,forum,2
Right,budget,1
Right,convergentie,1
Right,commissie,8
Right,boemerang,1
Right,afnemer,3
Right,kleding,1
Right,ontwikkelinghulp,1
Right,kasschuiven,1
Right,europa,5
Right,discussierondes,1
Right,raadsman,1
Right,huizen,1
Right,eigenaar,1
Right,essentie,1
Right,ontwerp,1
Right,paniekverhalen,1
Right,lekkage,1
Right,gazon,1
Right,rekenmeester,1
Right,stuk,2
Right,advocaat,1
Right,hanzecoalitie,1
Right,knmi,6
Right,droogte,7
Right,zomer,1
Right,beleidstafel,1
Right,klimaatvraag,1
Right,pijpleidinggas,1
Right,duurzaamheidskader,7
Right,pilotprogramma,1
Right,vrachtwagenheffing,1
Right,kiezer,2
Right,leefomgeving,1
Right,deltaplan,2
Right,bodembeheer,1
Right,bewustwording,1
Right,landbouwer,1
Right,wens,2
Right,supermarkt,1
Right,supermarkte,1
Right,slachthuis,1
Right,boa's,1
Right,onderneming,3
Right,focus,1
Right,ontbossing,3
Right,ongeluk,1
Right,klimaatlobby,1
Right,abraham,1
Right,ongeval,1
Right,onzekerhed,1
Right,chemours,1
Right,bouwer,1
Right,navodoel,1
Right,klimaatdoel,1
Right,miljoenennota,1
Right,mijne,1
Right,weerman,1
Right,blunder,1
Right,politiek,3
Right,patrick,1
Right,armoede,1
Right,wethouder,1
Right,adresgegeven,1
Right,permafrost,1
Right,methaanuitstoot,1
Right,regenwouad,1
Right,indicatoar,2
Right,ecosysteme,1
Right,pagina,1
Right,boom,5
Right,voorschot,1
Right,voorziening,2
Right,generatie,2
Right,buurland,1
Right,klimaathysterie,1
Right,beetje,2
Right,elektriciteitssector,1
Right,vermogen,2
Right,zonneenergie,1
Right,vervanging,1
Right,aandacht,2
Right,gastarief,1
Right,elektriciteitstarief,1
Right,doorrekeninge,1
Right,kaalkap,1
Right,aanbieder,2
Right,bezettingsgrad,1
Right,standaarid,1
Right,megaproject,2
Right,luchtvaartmaatschappij,2
Right,heleboel,1
Right,vvd'er,2
Right,remkes,1
Right,stikstofimpasse,1
Right,socialist,2
Right,klimaatwaanzin,3
Right,koeien,1
Right,schuldig,1
Right,meetpunt,1
Right,stikstofnorm,1
Right,klimaatextremisat,1
Right,duurzaamheidswaanzin,1
Right,robin,1
Right,schuld,1
Right,gedachte,1
Right,stikstofprobleem,4
Right,decennium,1
Right,investeringsregeling,1
Right,standaardwerkwijze,1
Right,testen,1
Right,asfalt,1
Right,plek,3
Right,walstroom,1
Right,ontwerpakkoord,1
Right,hoogleraar,1
Right,partijleider,1
Right,wajong,1
Right,turkije,1
Right,islam,2
Right,grens,2
Right,tennet,2
Right,portefeuille,1
Right,mobiliteit,1
Right,beschikking,1
Right,halfjaar,1
Right,crisis,2
Right,stikstofhoeveelheid,2
Right,ophoping,1
Right,wilders,1
Right,stikstofgevoelig,1
Right,verarming,1
Right,vvdminister,1
Right,pensioenkassen,1
Right,opinie,1
Right,november,1
Right,energieproject,2
Right,kant,1
Right,coprobleem,1
Right,onbetaalbaarheid,1
Right,klimaatcrisis,1
Right,uitstootnorm,1
Right,luchtbehandeling,1
Right,rookgasreiniging,1
Right,uitstootei,1
Right,commissieremkes,1
Right,strategie,1
Right,kernenergie-exploitanten,1
Right,cybersecurity,1
Right,cluster,1
Right,elite,4
Right,vegetatie,1
Right,slachtoffer,1
Right,cyclustijd,1
Right,uitvlucht,1
Right,vraag-aanbodbalans,1
Right,advies,1
Right,biomassavormen,1
Right,coup,1
Right,verkiezingsprogramma,1
Right,transitiekost,1
Right,etsprijs,1
Right,centrale,1
Right,aanplant,1
Right,stikstofpakket,1
Right,snelheidsmaatregel,1
Right,ammoniakmaatregeel,1
Right,subsidiesituatie,1
Right,prikkel,3
Right,duurzaamheidscriteria,1
Right,energiebron,1
Right,weerstand,1
Right,belastingplan,1
Right,zwitserland,1
Right,verhoeven,1
Right,green,2
Right,deugstandpunt,1
Right,standpunt,1
Right,klimaatobsessie,1
Right,zonneactiviteit,1
Right,elektrificering,1
Right,regie,1
Right,ecolog,2
Right,stikstofnormen,1
Right,postzegelgebied,1
Right,stikstofmaatregel,1
Right,weiden,1
Right,energiesyste,2
Right,fransen,2
Right,euklimaatbeleid,2
Right,klimaattrein,2
Right,realiteit,2
Right,duurzaamheidsdrammer,1
Right,natuurdoelen,1
Right,register,1
Right,transitieteam,1
Right,klimaatadaptie,1
Right,afscheidsrede,1
Right,universiteit,1
Right,hoge,2
Right,taliban,1
Right,verzoek,1
Right,pijler,1
Right,beleidstukk,1
Right,alarmbel,1
Right,elektriciteitscrises,1
Right,nekhar,1
Right,onbetrouwbaarheid,1
Right,elektriciteitsprijs,1
Right,stikstofuitspraak,1
Right,zeeland,2
Right,energiestrategie,2
Right,macht,1
Right,zelfbevlekking,1
Right,asbest,1
Right,vliegbelasting,2
Right,knelpunt,1
Right,handelingsperspectief,1
Right,gasunie,1
Right,bedoeling,1
Right,variant,1
Right,onderhoudsstop,1
Right,stijlverschil,1
Right,scan,1
Right,voortgangsbrief,1
Right,wajonger,1
Right,wijzigingsrichtlijn,1
Right,feitenbrij,1
Right,facturering,1
Right,groepering,2
Right,biomassacentrale,1
Right,doorleveringskosten,1
Right,regelgeving,1
Right,tuinbouwsector,1
Right,duurzaamheidsambitie,3
Right,vonnis,1
Right,beperking,1
Right,insteek,2
Right,biomassadeel,1
Right,tonn,1
Right,doodleuk,1
Right,eric,1
Right,automobilist,1
Right,bouwmachines,1
Right,megawindturbine,1
Right,commissie-remkes,2
Right,immigratie,1
Right,maximum,1
Right,achterstand,1
Right,dwangsomam,1
Right,klimaatneutraliteit,1
Right,projectie,1
Right,kolencentrales,2
Right,klimaatpaus,2
Right,bangmakerij,1
Right,klimaataap,1
Right,man-op-de-maanmoment,1
Right,clean,1
Right,stigma,1
Right,opmars,1
Right,scenario,1
Right,voorstander,2
Right,stelling,1
Right,studiegroep,2
Right,kast,1
Right,perspectief,1
Right,natuurwaarde,2
Right,racisme,1
Right,losstond,1
Right,brussel,2
Right,prioriteit,1
Right,vlootvernieuwing,1
Right,coronavirus,1
Right,businesscase,3
Right,leven,2
Right,klimaatdenken,1
Right,eu-regel,1
Right,ingenieur,2
Right,klimaatinvestering,2
Right,projecten,1
Right,overlap,2
Right,fonds,1
Right,druppel,1
Right,level,1
Right,molen,1
Right,tata,1
Right,opcent,1
Right,ruzie,1
Right,school,1
Right,vervolgingsbeleid,1
Right,boerenbedrijf,1
Right,type,1
Right,klimaatvraagstuk,1
Right,commissaris,1
Right,immigrant,1
Right,woningnood,1
Right,procedure,1
Right,lastenverzwarinag,1
Right,puzzel,1
Right,co-vrije,1
Right,daarachter,1
Right,klimaatnota,1
Right,eindbeeld,1
Right,volslag,1
Right,grosso,1
Right,partner,1
Right,website,1
Right,conversieverlies,1
Right,milieuactivist,2
Right,transparantie,1
Right,groen,1
Right,natuurgebiedjes,1
Right,langetermijngevolgen,1
Right,water,1
Right,tuinbouw,2
Right,gedeelte,1
Right,bouwbedrijv,1
Right,stikstofemissie,1
Right,stikstofarm,1
Right,halvering,1
Right,gebrek,1
Right,beheerder,1
Right,vo-schoal,1
Right,toeslag,1
Right,symboliek,1
Right,verkiezing,2
Right,mkbtoet,1
Right,college,1
Right,ammoniakuitstoot,2
Right,stikstofoxid,1
Right,normering,3
Right,verduurzamingsmaatregelen,1
Right,kernprobleem,1
Right,wegverkeer,1
Right,vliegtuig,1
Right,dame,1
Right,bedenktijd,1
Right,heide,1
Right,ellende,1
Right,res'en,1
Right,locatie,1
Right,bestuurder,1
Right,klimaatpartij,1
Right,china,5
Right,stichting,1
Right,kolen,1
Right,baneneffect,1
Right,biodiesel,2
Right,weesp,1
Right,pilotgebied,1
Right,koolstofarm,1
Right,voorraad,1
Right,diesel,1
Right,remmen,1
Right,tarief,1
Right,co-heffing,1
Right,gaslicht.com,1
Right,klimaatideologie,1
Right,vergelijking,1
Right,westland,1
Right,plaat,1
Right,element,1
Right,windenergiebeleid,1
Right,aanlanding,1
Right,idiot,1
Right,megaturbine,1
Right,werelduitstoot,1
Right,megaton,3
Right,windenergiegebied,1
Right,inflatie,3
Right,vervoermiddel,1
Right,eensgezindheid,1
Right,transportsector,1
Right,hbesystematiek,1
Right,snelheid,1
Right,fout,1
Right,energiesysteem,1
Right,afstemming,1
Right,biogrondstoffen,1
Right,cirkel,1
Right,bossen,1
Right,studeerkamerklimaatakkoorid,1
Right,urgenda,1
Right,instelling,2
Right,motto,1
Right,centraal,2
Right,thema,1
Right,verbetering,1
Right,baanbehoud,1
Right,veiligheid,1
Right,isisbruid,1
Right,migratie,2
Right,consequentie,1
Right,corona,1
Right,paul,1
Right,loonkloof,1
Right,link,1
Right,keuze,1
Right,bijdrage,2
Right,betoog,1
Right,energievorme,1
Right,energiebronnen,1
Right,winter,1
Right,plant,1
Right,volk,1
Right,illusie,1
Right,energie-unie,3
Right,diversificatie,1
Right,behoefte,1
Right,raadpleging,1
Right,klimaatsocialisme,1
Right,klimaatkerk,1
Right,klasse,1
Right,groente,1
Right,klimaatdebatt,1
Right,onderwerp,1
Right,agentschap,1
Right,noordzee-energiesamenwerking,1
Right,klimaattop,2
Right,glasgow,1
Right,kamerlid,1
Right,verdeling,1
Right,verklaring,1
Right,coheffing,1
Right,emissierecht,1
Right,koppeling,1
Right,geldstroom,1
Right,philips,1
Right,wetsus,1
Right,financiën,1
Right,tunnel,1
Right,storing,1
Right,onbenul,1
Right,zinnet,1
Right,herverdeling,1
Right,volslagen,1
Right,vluchteling,1
Right,ziekt,1
Right,export,1
Right,noodhulp,1
Right,secretaris-generaal,1
Right,leger,1
Right,dieetbalans,1
Right,energiecomponent,1
Right,emissiehandelssysteem,1
Right,producent,1
Right,installatie,1
Right,mening,1
Right,meerderheid,1
Right,groencertificat,1
Right,papier,1
Right,benzine,1
Right,woongenot,1
Right,rutte,1
Right,bewindsman,1
Right,planeet,1
Right,penioenfonds,1
Right,coronabeleid,1
Right,ondernemerskracht,1
Right,strijder,1
Right,eind,1
Right,terrein,1
Right,leerkracht,1
Right,verpleger,1
Right,klimaatexpert,1
Right,graaifondsen,1
Right,aardwarmte,1
Right,voorspellingen,1
Right,limburger,1
Right,d66-klimaatminister,1
Right,instructie,1
Right,schaar,1
Right,prijsprikkel,1
Right,carbon,1
Right,ambtsvoorganger,1
Right,inval,2
Right,schoen,1
Right,hoofdgerecht,1
Right,afrekenbaarheid,2
Right,zorgpremies,1
Right,aowleeftijd,1
Right,klimaatprobleem,1
Right,taboe,1
Right,belgië,1
Right,oorlog,1
Right,vluchtelingenstrom,1
Right,maakindustrie,1
Right,structuur,1
Right,ironie,1
Right,zwijgcontracte,1
Right,adviesorgaan,1
Right,stem,1
Right,zelfkastijding,1
Right,certificat,2
Right,betalingsbereidheid,1
Right,biosyngas,1
Right,coalitieakkoord,1
Right,voorwaarde,1
Right,voornemens,1
Right,initi,1
Right,dilemma,1
Right,duurzaamheidambitie,1
Right,poetin,1
Right,gewasbeschermingsmiddel,1
Right,langetermijnvisie,1
Right,schaal,1
Right,uitruil,1
Right,pvv'ers,1
Right,stikstoffonds,1
Right,rusland,2
Right,bouwonderneming,1
Right,gemeenschap,1
Right,paspoort,1
Right,christenunie,1
Right,stikstofgerelateren,1
Right,vvdachterban,1
Right,stiktofbeleid,1
Right,indicator,1
Right,basisgedacht,1
Right,magna,1
Right,datacenter,2
Right,energie-efficiency,1
Right,graf,1
Right,eiwittransitie,1
Right,ceta,5
Right,veelvoud,1
Right,comité,1
Right,canada,3
Right,ambitieniveau,1
Right,ngo's,1
Right,bilateralisme,1
Right,boeren,1
Right,toetreding,1
Right,veiligheidssituatie,1
Center,-kist,1
Center,fusietoets,1
Center,regering,909
Center,aandeel,9
Center,onderhandeling,5
Center,planning,1
Center,kabinet,221
Center,windturbines,1
Center,netbedrijven,1
Center,speelveld,1
Center,ontwikkeling,14
Center,reservering,1
Center,onderzoeksplicht,1
Center,norm,6
Center,minister,148
Center,kwaliteit,4
Center,inzicht,3
Center,toeleveringsketens,1
Center,duurzaamheidsproblemen,1
Center,-kans,1
Center,criterium,4
Center,expeditie,2
Center,co2-uitstoot,5
Center,wereldnatuurfonds,1
Center,effect,25
Center,ministerie,14
Center,beraadslaging,266
Center,gebruiksnormen,1
Center,motie-van,10
Center,invoering,5
Center,differentiatie,2
Center,natuurwaard,1
Center,klimaatdoelstelling,2
Center,tussenevaluatie,1
Center,voortgang,2
Center,ouwehand,2
Center,planbureau,16
Center,aanleg,4
Center,barrière,1
Center,behoud,4
Center,leefgebiedenbenadering,1
Center,pilots,1
Center,eucommissaris,1
Center,klimaat-,3
Center,cramer/koopmans,1
Center,spoorvervoerder,1
Center,energiebesparing,17
Center,spraak,37
Center,vergoeding,3
Center,boer,31
Center,emissie,4
Center,rekenmodel,1
Center,ammoniakdepositie,1
Center,maatlat,1
Center,proefstalregeling,1
Center,beantwoordingtermijn,1
Center,scheppink,2
Center,aantal,37
Center,probleem,12
Center,toestand,1
Center,aalbeheerplan,1
Center,motie-thieme/pechtold,1
Center,energieopwekking,3
Center,maatregel,35
Center,congestie,1
Center,netbeheerder,1
Center,beoordeling,2
Center,btw-tarief,1
Center,kans,19
Center,provincie,29
Center,onduidelijkheid,5
Center,terugblik,1
Center,versnelling,4
Center,noodzaak,4
