original_index,party,year,source_file,pages,text,relevance_reason,climate_topics,economic,moral,scientific,security,health_environment,crisis_urgency,weaponization,dominant_frame,dominant_frame_score,n_frames_present,has_parse_failure
1096,pvdd,2010,pvdd-2010.pdf,17-19,"Klimaat- en milieubeleid kunnen niet aan de markt overgelaten worden. De overheid is verantwoordelijk voor de kaders waarbinnen de markt opereert, door regels te stellen en ze te handhaven. Juist omdat Nederland op een van de rijkste continenten in de wereld ligt en een van de hoofdveroorzakers van de massale uitstoot van broeikasgassen is, heeft het een extra verantwoordelijkheid om de klimaatverandering aan te pakken. Nederland en de Europese Unie nemen een te afwachtende houding aan door ambitieuze reductiedoelstellingen te laten afhangen van nog lopende internationale onderhandelingen. Dat vindt de Partij voor de Dieren onaanvaardbaar. De Partij voor de Dieren wil dat Nederland, zowel in als samen met de Europese Unie, een werkelijke voorloper wordt in de wereldwijde opdracht om de opwarming van de aarde te beperken tot 1 tot 2 graden Celsius. Om deze doelstelling te behalen, is het noodzakelijk om de netto uitstoot van broeikasgassen in 2050 tot nul te reduceren. Dit betekent dat een massale omschakeling naar hernieuwbare schone energiebronnen zoals wind, waterkracht en zonne-energie noodzakelijk is. Om te voorkomen dat het beleid achterblijft bij de doelstellingen wil de Partij voor de Dieren dat jaarlijks bindende reductieverplichtingen worden vastgelegd in een klimaatwet.","Deze passage behandelt klimaatbeleid, broeikasgasreductie, temperatuurdoelen, hernieuwbare energie en de noodzaak van een klimaatwet","klimaatbeleid, broeikasgassen, CO2-reductie, temperatuurdoelen, hernieuwbare energie, klimaatwet",2,4,3,1,2,3,2,moral,4,3,False
1097,pvdd,2010,pvdd-2010.pdf,17-19,"De veehouderij is een van de grootste veroorzakers van de opwarming van de aarde. Wereldwijd stoot de veehouderij 18% van de broeikasgassen uit. Dat is 40% meer dan alle verkeer en vervoer samen (13%). Een krimp van de veestapel en een afname van de consumptie van dierlijke eiwitten is alleen al om milieuredenen noodzakelijk. Ter illustratie: als iedereen in Nederland één dag per week geen vlees eet, levert dat een besparing op die gelijk staat aan het van de weg halen van één miljoen auto's.",Deze passage behandelt de bijdrage van veehouderij aan broeikasgasuitstoot en klimaatverandering met concrete cijfers en voorstellen,"landbouw, veehouderij, broeikasgassen, CO2-reductie, klimaatverandering",1,2,4,1,4,2,2,scientific,4,2,False
1098,pvdd,2010,pvdd-2010.pdf,17-19,De uitstoot van broeikasgassen uit de landbouw moet een integraal onderdeel van het klimaatbeleid van Nederland gaan vormen.,Dit punt betreft de integratie van landbouwemissies in het klimaatbeleid,"landbouw, broeikasgassen, klimaatbeleid",1,1,1,1,2,1,1,health_environment,2,0,False
1099,pvdd,2010,pvdd-2010.pdf,17-19,De Nederlandse energievoorziening moet per 2050 klimaatneutraal zijn. Deze doelstelling en de globale route er naar toe moeten niet elke paar jaar ter discussie staan.,Dit punt stelt een concreet klimaatneutraaldoel voor de energievoorziening,"klimaatneutraal, energietransitie, klimaatdoelen",1,1,1,1,1,2,2,crisis_urgency,2,0,False
1100,pvdd,2010,pvdd-2010.pdf,17-19,Energie en klimaat komen onder de bevoegdheid van één minister te vallen.,Dit betreft de bestuurlijke organisatie van klimaat- en energiebeleid,"klimaatbeleid, energiebeleid",1,1,1,1,1,1,1,economic,1,0,False
1101,pvdd,2010,pvdd-2010.pdf,19-21,Er komt een klimaatwet om een drastische reductie van de uitstoot van broeikasgassen te realiseren.,Voorstel voor wetgeving gericht op CO2-reductie,"klimaatwet, broeikasgassen, CO2-reductie",1,1,1,1,1,2,1,crisis_urgency,2,0,False
1102,pvdd,2010,pvdd-2010.pdf,19-21,"Het energiegebruik van Nederland kan veel lager en veel duurzamer. Door energie te beprijzen, door regels te stellen en door innovatie te stimuleren. Een essentiële factor in onze huidige cultuur is de beschikbaarheid van energie. Voor de opwekking van energie worden vooral fossiele brandstoffen gebruikt zoals kolen, gas en olie. Deze brandstoffen zijn eindig en de verbranding leidt tot ernstige vervuiling op mondiaal niveau. Het gebruik van biomassa voor de opwekking van elektriciteit biedt onvoldoende soelaas: het legt beslag op (landbouw)grond waardoor concurrentie met de teelt van voedselgewassen ontstaat. Door de kap van regenwouden voor de productie is de CO2 winst van biobrandstoffen vaak beperkt. De Partij voor de Dieren wijst het afvangen en ondergronds opslaan van CO2 van fossiele herkomst af als 'duurzame' oplossing. Immers, de vervuiling wordt niet bij de bron aangepakt. Ook kernenergie is geen duurzaam alternatief. De opwekking van kernenergie levert radioactief afval op dat tienduizenden jaren gevaarlijk blijft. Toekomstige generaties worden zo geconfronteerd met een enorm en vooralsnog onoplosbaar afvalprobleem. Daarbij is het delven en verrijken van uranium, de grondstof voor kernenergie, zeer vervuilend, en ten slotte is uranium ook een eindige grondstof.",Uitgebreide analyse van energiebronnen in relatie tot klimaat en CO2-uitstoot,"energietransitie, fossiele brandstoffen, CO2, biomassa, kernenergie",2,3,3,1,4,3,2,health_environment,4,4,False
1103,pvdd,2010,pvdd-2010.pdf,19-21,"Energiebesparing De eenvoudigste oplossing voor complexe problemen wordt vaak over het hoofd gezien. Energiebesparing en het matigen van de energieconsumptie komen onvoldoende van de grond, terwijl het vaak de goedkoopste manier is om het klimaat te sparen. De Partij voor de Dieren vindt dat een gemiste kans en wil het energiegebruik in Nederland fors verminderen.",Energiebesparing als klimaatmaatregel wordt expliciet genoemd,"energiebesparing, klimaat",3,2,2,1,2,2,2,economic,3,1,False
1104,pvdd,2010,pvdd-2010.pdf,19-21,"De Partij voor de Dieren vindt dat duurzame energiebronnen die nu nog duurder zijn dan andere energiebronnen versneld moeten worden ontwikkeld en ingevoerd. De markt voor zonnepanelen in Nederland ligt sinds eind 2003 zo goed als stil, terwijl wereldwijd een grote groei plaatsvindt. De overheid moet de markt voor zonnepanelen weer krachtig stimuleren, zodat er een kritische massa voor R&D en bedrijvigheid in Nederland ontstaat. Ook voor windmolens zijn er – onder voorwaarde dat deze op diervriendelijke wijze worden gerealiseerd – kansen die nu nog onbenut blijven vanwege hoge ontwikkelingskosten en concurrentie met goedkopere vormen van energieopwekking. Een werkelijk schone energievoorziening verdient zich echter gemakkelijk terug. De opwekking van echt schone en duurzame energie via stimulerende maatregelen en financiële prikkels zal dan ook een belangrijke impuls moeten krijgen.",Beleid voor stimulering van hernieuwbare energie als onderdeel van energietransitie,"duurzame energie, zonne-energie, windenergie, hernieuwbare energie",4,1,2,1,2,2,2,economic,4,1,False
1105,pvdd,2010,pvdd-2010.pdf,19-21,"Het subsidiebeleid op duurzame energie wordt herzien, er komt een stabiel en betrouwbaar systeem gericht op het vergroten van de productie van decentrale duurzame energie, met een feed-in tarief voor duurzame energie, zoals in Duitsland ook toegepast wordt.",Concreet beleidsvoorstel voor subsidies op hernieuwbare energie,"duurzame energie, subsidies, hernieuwbare energie",2,1,2,1,1,1,1,economic,2,0,False
1106,pvdd,2010,pvdd-2010.pdf,22-24,De transportsector krijgt een verplichte reductiedoelstelling van 30% vermindering van de broeikasgasuitstoot in 2020 ten opzichte van 2008.,Direct klimaatbeleid met concrete CO2-reductiedoelen voor transport,"broeikasgasreductie, transport, klimaatdoelen",1,1,3,1,1,2,1,scientific,3,1,False
1107,pvdd,2010,pvdd-2010.pdf,22-24,"Nederland ondersteunt ontwikkelingslanden om zich aan te passen aan de klimaatverandering. De geïndustrialiseerde landen zijn primair verantwoordelijk voor de uitstoot van broeikasgassen die leiden tot de opwarming van de aarde. Daarom zullen zij de zwaarste maatregelen moeten treffen om de uitstoot van broeikasgassen te verminderen. Daarnaast zullen zij ontwikkelingslanden moeten ondersteunen bij hun aanpassingen aan de gevolgen van klimaatverandering. De Partij voor de Dieren wil dat Nederland de belangrijkste slachtoffers van klimaatverandering, in het bijzonder in de arme landen, helpt om de klimaatverandering het hoofd te bieden. Nederlandse bedrijven zijn groot in het aanleggen van dijken en het opspuiten van zeeweringen. De Nederlandse overheid gaat samen met deze bedrijven kwetsbare ontwikkelingslanden helpen zich te beschermen tegen waterspiegelstijging en overstromingen. Verder zal Nederland ontwikkelingslanden terzijde moeten staan in kennisontwikkeling om deze landen in staat te stellen zich enerzijds aan te passen aan de gevolgen van klimaatverandering (adaptatie) en anderzijds energiebesparende technieken toe te passen en te ontwikkelen (mitigatie).",Uitgebreid klimaatbeleid gericht op internationale klimaatondersteuning en -adaptatie,"klimaatverandering, ontwikkelingssamenwerking, klimaatadaptatie, broeikasgassen, mitigatie",1,4,3,1,4,2,2,moral,4,3,False
1108,pvdd,2010,pvdd-2010.pdf,22-24,"Er komt een klimaatfonds van 0,25% van het BNP voor klimaatmaatregelen in ontwikkelingslanden. Dit bedrag komt bovenop de ongeveer 0,8% van het BNP voor ontwikkelingssamenwerking.",Concrete klimaatfinanciering voor internationale klimaatmaatregelen,"klimaatfinanciering, klimaatfonds, ontwikkelingslanden",2,2,2,1,1,1,1,economic,2,0,False
1109,pvdd,2010,pvdd-2010.pdf,22-24,Nederland ondersteunt de kennisontwikkeling in ontwikkelingslanden om het hoofd te bieden aan klimaatverandering.,Beleid voor internationale klimaatondersteuning en kennisoverdracht,"klimaatverandering, kennisoverdracht, ontwikkelingslanden",1,2,1,1,1,1,1,moral,2,0,False
1110,pvdd,2010,pvdd-2010.pdf,22-24,Er komt een Europees noodfonds voor humanitaire rampen als gevolg van klimaatverandering.,Voorstel voor klimaatgerelateerde rampenhulp op Europees niveau,"klimaatverandering, klimaatrampen, Europees beleid",1,1,1,1,3,3,1,health_environment,3,2,False
1111,pvdd,2010,pvdd-2010.pdf,47-49,"De oorzaken van massale immigratie moeten aangepakt worden. Een belangrijke oorzaak van immigratie is armoede, honger en klimaatschade elders. De problemen in herkomstlanden hangen ook vaak samen met oorlogen, hoge geboortecijfers en te weinig mogelijkheden om in de eigen behoeften te voorzien. Ontwikkelingshulp dient daarom gericht te zijn op kennisontwikkeling, ontwikkeling van een zelfstandige regionale voedselvoorziening, gezondheidzorg en preventie van oorlogen.",Noemt klimaatschade expliciet als oorzaak van immigratie en koppelt dit aan ontwikkelingshulpbeleid,"klimaatschade, klimaatmigratie, ontwikkelingshulp",1,2,2,1,3,1,1,health_environment,3,1,False
1112,pvdd,2010,pvdd-2010.pdf,48-50,"De oorzaken van massale immigratie moeten aangepakt worden. Een belangrijke oorzaak van immigratie is armoede, honger en klimaatschade elders. De problemen in herkomstlanden hangen ook vaak samen met oorlogen, hoge geboortecijfers en te weinig mogelijkheden om in de eigen behoeften te voorzien.",Noemt klimaatschade expliciet als oorzaak van immigratie en koppelt dit aan ontwikkelingshulpbeleid,"klimaatschade, klimaatmigratie",1,1,1,1,2,1,1,health_environment,2,0,False
1113,pvdd,2010,pvdd-2010.pdf,50-52,"De overdrachtsbelasting voor woningen wordt gedifferentieerd naar energieverbruik, waarbij kopers minder overdrachtsbelasting betalen voor een energiezuinige woning én als ze na aankoop tijdens de verbouwing alsnog forse energiebesparende maatregelen toepassen. De overdrachtsbelasting voor onzuinige woningen wordt overeenkomstig verhoogd.",Dit bevat een concreet beleidsinstrument om energiebesparing in de woningmarkt te stimuleren via fiscale prikkels,"energiebesparing, woningmarkt, fiscaal beleid",3,1,2,1,2,1,1,economic,3,1,False
1114,pvdd,2010,pvdd-2010.pdf,53-55,"De aanhoudende financiële crisis maakt pijnlijk duidelijk hoezeer wij geld zijn gaan overwaarderen ten opzichte van het waardevolste wat we hebben, schone lucht, schoon water, schone grond en een stabiel klimaat. Het feit dat banken en financiële instellingen zich vrijwel zonder uitzondering zijn gaan bezig houden met de verkoop van onbegrijpelijke producten, beleggingsproducten met geleend geld en versluierde provisiestelsels waarin consumenten het overgrote deel van hun inleg op voorhand kwijt zijn, vraagt om een totale heroriëntatie van de financiële dienstverlening.",Stelt expliciet een stabiel klimaat centraal als waardevol goed tegenover financiële overwaardering,"klimaat, duurzaamheid",1,2,1,1,2,1,1,moral,2,0,False
1115,pvdd,2010,pvdd-2010.pdf,53-55,"De door de Staat verleende garanties aan banken gaan gepaard met een stevige verduurzamingseis, zowel qua belonings- als investeringsbeleid. Aan kredietverlening van door de Nederlandse Staat gefinancierde banken worden duurzaamheidscriteria gekoppeld. Nederland moet bevorderen dat er internationaal een kleine belasting op valutatransacties (Tobintax) komt. Daarmee wordt een fonds gevormd voor overheidsingrijpen bij bancaire missers. Duurzaam bankieren wordt aantrekkelijker gemaakt door uitbreiding van het groenfinancieringsstelsel voor alle economische sectoren.",Koppelt bankbeleid aan verduurzamingseisen en groenfinanciering als beleidsinstrument voor klimaat,"groenfinanciering, duurzaamheid, klimaatfinanciering",3,2,2,1,1,1,2,economic,3,1,False
1116,pvdd,2010,pvdd-2010.pdf,54-56,"De bestrijding van de financiële crisis moet in samenhang bezien worden met andere crises, zoals de wereldvoedselcrisis, de zoetwatercrisis, de energiecrisis, de biodiversiteitscrisis, de klimaatcrisis en dierziektencrises. Juist bij de bestrijding van crises mag niet ingezet worden op herstel van de oude situatie, maar wordt ingezet op nieuwe, duurzame doelen. De huidige vorm van crisisbestrijding via het buiten werking stellen van delen van het democratisch proces en de aanleg van meer wegen en andere infrastructurele werken geeft blijk van een gebrek aan duurzame toekomstvisie.",Expliciet verwijst naar de klimaatcrisis en pleit voor duurzame doelen bij crisisbestrijding,"klimaatcrisis, duurzaamheid, energiecrisis",1,2,1,1,3,4,2,crisis_urgency,4,2,False
1117,pvdd,2010,pvdd-2010.pdf,54-56,"De Partij voor de Dieren wil een gezond en duurzaam economisch systeem. In dit systeem worden de werkelijke kosten doorberekend in elke stap van de keten, en niet meer afgewenteld op de belastingbetaler. De prijsprikkel die dan ontstaat, bevordert duurzame productie en consumptie. Het verschil in koopkracht wordt gecompenseerd door middel van lagere belasting op arbeid. Alle subsidies die de overheid verstrekt, zullen opnieuw moeten worden bezien met het oog op de effecten op milieu en klimaat. Subsidies die niet-duurzaam gedrag in de hand werken worden afgeschaft. Ook het belastingstelsel en de prikkels die hiervan uitgaan, moet op de schop. Het belastingstelsel wordt vergaand vergroend. Deze veranderingen zullen een verschil in koopkracht met zich meebrengen. Dit verschil moet gecompenseerd worden door arbeid minder te gaan belasten.",Beschrijft fiscaal beleid om klimaat- en milieudoelen te bereiken door externe kosten in prijzen te verwerken,"klimaatbeleid, duurzaamheid, fiscaal beleid, vergroening",4,2,2,1,2,1,2,economic,4,1,False
1118,pvdd,2010,pvdd-2010.pdf,54-56,"Nederland voert een flexibele CO2-taks in die lager wordt naarmate de Europese prijs voor CO2-emissierechten hoger wordt. Er komt een accijns op kerosine voor vliegtuigen. De belasting op grijze stroom is hoger dan de belasting op groene stroom, en het degressieve systeem van energiebelasting wordt afgeschaft. Dit levert jaarlijks € 600 mln. op. Alle subsidies die de overheid verstrekt, zullen worden herbezien met het oog op de effecten op milieu, klimaat en omgang met dieren. Hiermee valt honderden miljoenen te besparen.","Concrete voorstellen voor CO2-belasting, luchtvaartaccijns en energiebelasting als klimaatmaatregelen","CO2-belasting, emissierechten, hernieuwbare energie, luchtvaart, klimaatbeleid",4,1,3,1,3,2,2,economic,4,3,False
1119,pvdd,2012,pvdd-2012.pdf,1-7,De wijze waarop de mens dieren gebruikt vormt de grootste bedreiging voor de ecologie van de aarde. De veehouderij is verantwoordelijk voor 30% van het biodiversiteitsverlies. Bovendien zijn er ernstige problemen met de wereldvoedselverdeling doordat bijna de helft van de wereldgraanoogst wordt opgeslokt door de veehouderij.,Beschrijft de veehouderij als ecologische bedreiging met impact op biodiversiteit en voedselzekerheid,"veehouderij, biodiversiteitsverlies, ecologie",1,4,4,1,4,2,2,moral,4,3,False
1120,pvdd,2012,pvdd-2012.pdf,1-7,"Wij willen dat banken niet meer speculeren op verliezen — maar investeren in duurzame sectoren waardoor banen gecreëerd worden. Dat er niet wordt geïnvesteerd in megastallen, wapens en kernenergie — maar in innovatieve projecten voor hernieuwbare energie.",Bepleitet investeringen in hernieuwbare energie in plaats van kernenergie,"hernieuwbare energie, kernenergie, duurzame investeringen",4,2,1,1,2,1,2,economic,4,1,False
1121,pvdd,2012,pvdd-2012.pdf,1-7,"De veehouderij neemt wereldwijd 80% van alle landbouwgronden in beslag. En nog steeds wordt er tropisch regenwoud gekapt voor de massale teelt van veevoer. Die teelt is vanwege het grootschalige gebruik van kunstmest en gif energieverslindend, sterk vervuilend en put de fosfaatvoorraden van de wereld uit. De veehouderij stoot wereldwijd meer broeikasgassen uit dan al het verkeer en vervoer samen en is verantwoordelijk voor 30% van het biodiversiteitsverlies.",Directe koppeling van veehouderij aan broeikasgasuitstoot en klimaatimpact,"veehouderij, broeikasgassen, regenwoudkap, biodiversiteitsverlies, energieverbruik",1,1,4,1,4,4,2,scientific,4,3,False
1122,pvdd,2012,pvdd-2012.pdf,7-8,"Mes en vork zijn de belangrijkste wapens in de strijd tegen dierenleed, klimaatverandering, honger en biodiversiteitsverlies. Minder vlees, vis en zuivel. Klimaatwetenschappers en voedselspecialisten luiden de noodklok over de eetpatronen in Westerse landen. Als we voedsel eerlijk willen delen, moeten we minder dierlijke, en meer plantaardige producten eten. In het belang van dieren, natuur en milieu – maar óók van onze eigen gezondheid.",Stelt expliciet dat voedingskeuzes een belangrijk wapen zijn tegen klimaatverandering en refereert aan wetenschappelijke waarschuwingen over eetpatronen,"klimaatverandering, voedingssysteem, CO2-reductie",1,3,2,1,3,3,2,moral,3,3,False
1123,pvdd,2012,pvdd-2012.pdf,8-10,Nederland is door de emissies van de vee-industrie de grootste ammoniakvervuiler van Europa. De productie van vlees is bovendien zeer inefficiënt: voor één kilo biefstuk is vijfentwintig kilo voer en 15.000 liter water nodig.,Behandelt emissies van de vee-industrie en resource-efficiëntie van vleesproductie,"emissies, vee-industrie, ammoniak",1,1,4,1,4,1,2,scientific,4,2,False
1124,pvdd,2012,pvdd-2012.pdf,10-11,Er komt een einde aan de importen van soja en maïs voor veevoer. In plaats daarvan wordt duurzaam veevoer via regionale teelt geproduceerd.,Reductie van lange transport van veevoer draagt bij aan CO2-reductie en energietransitie naar duurzamere landbouw,"duurzame landbouw, CO2-reductie, energietransitie",1,1,1,1,3,1,2,health_environment,3,1,False
1125,pvdd,2012,pvdd-2012.pdf,10-11,Op dit moment is de teelt van groenten en fruit in ons land nog in grote mate afhankelijk van fossiele,"Verwijst naar afhankelijkheid van fossiele brandstoffen in de landbouw, relevant voor energietransitie","fossiele brandstoffen, energietransitie, duurzame landbouw",1,1,1,1,1,1,1,economic,1,0,False
1126,pvdd,2012,pvdd-2012.pdf,11-13,Op dit moment is de teelt van groenten en fruit in ons land nog in grote mate afhankelijk van fossiele grondstoffen (kunstmest) en chemische middelen.,Benoemt afhankelijkheid van fossiele grondstoffen in de landbouw,"fossiele brandstoffen, duurzame landbouw",1,1,1,1,2,1,1,health_environment,2,0,False
1127,pvdd,2012,pvdd-2012.pdf,11-13,Vergaande energiebesparing in de glastuinbouw is mogelijk door toepassing van de gesloten kas. Door seizoensopslag van warmte in de bodem kunnen de ramen gesloten blijven. Zo wordt de glastuinbouw van een grootverbruiker van energie netto-leverancier van energie. • De glastuinbouw gaat over op de gesloten kas.,Specifiek voorstel voor energiebesparing en energietransitie in de glastuinbouw,"energiebesparing, energietransitie, hernieuwbare energie",3,1,3,1,3,1,1,economic,3,3,False
1128,pvdd,2012,pvdd-2012.pdf,13-14,"Ook uit onze directe woonomgeving is veel natuur verdwenen. En dat terwijl groene steden en dorpen ons veel opleveren: we besparen energie, hebben minder last van wateroverlast en hoeven in de zomer niet te vluchten voor de hitte van opgewarmd beton.",Beschrijft hoe natuur in steden bijdraagt aan energiebesparing en klimaatadaptatie door wateroverlast en hitte-eilandeffect te verminderen,"energiebesparing, klimaatadaptatie, hitte-eilandeffect",2,1,2,1,4,1,1,health_environment,4,1,False
1129,pvdd,2012,pvdd-2012.pdf,13-14,Zonder gezonde oceanen en gezonde wouden is er geen schone lucht om in te ademen. Zonder biodiversiteit hebben we geen gezonde bodem om ons voedsel op te verbouwen.,Koppelt biodiversiteit en ecosystemen expliciet aan klimaatgerelateerde functies zoals luchtzuivering en bodemgezondheid,"biodiversiteit, ecosysteemdiensten, klimaatregulatie",1,1,1,1,3,1,1,health_environment,3,1,False
1130,pvdd,2012,pvdd-2012.pdf,16-19,"Om de risico's van klimaatverandering en milieuvervuiling te beperken tot een aanvaardbaar niveau, moet het afwentelen naar toekomstige generaties spoedig gestopt worden. Dit betekent dat we de uitstoot van broeikasgassen vergaand moeten terugdringen, moeten stoppen met het uitputten van natuurlijke hulpbronnen en het biodiversiteitverlies een halt moeten toeroepen. De gevolgen van het uit beeld raken van de klimaatdoelstellingen zullen groot zijn: stijging van de zeespiegel, droogtes, overstromingen hier en elders in de wereld, mislukte oogsten, honger en conflicten. Desondanks neemt het gebruik van vervuilende fossiele brandstoffen alleen maar toe. Naast olie en gas worden ook grondstoffen als metalen en fosfaat steeds schaarser. In plaats van hergebruik en terugwinning gaan ze onherroepelijk verloren. De Partij voor de Dieren wil een krachtig klimaat- en milieubeleid om aan deze uitdagingen het hoofd te bieden. Dit biedt ook kansen voor innovatieve en oplossingsgerichte bedrijven. Nederland kan een duurzame koploper worden in de wereld. Die kans moeten we met beide handen aangrijpen.","Behandelt klimaatverandering, broeikasgasreductie, fossiele brandstoffen en klimaatdoelstellingen","klimaatverandering, broeikasgassen, fossiele brandstoffen, klimaatdoelstellingen",3,4,3,2,4,4,2,moral,4,5,False
1131,pvdd,2012,pvdd-2012.pdf,16-19,"De Partij voor de Dieren wil dat de overheid kaders stelt waarbinnen verantwoorde productie en consumptie mogelijk is. We willen dat Nederland, samen met de Europese Unie, een werkelijke voorloper wordt in de wereldwijde opdracht om de opwarming van de aarde te beperken tot maximaal 2 graden Celsius. Een klimaatwet voor de toekomst. • Er komt een klimaatwet waarin jaarlijks oplopende en bindende verplichtingen voor het reduceren van broeikasgassen worden vastgelegd.","Gaat over klimaatbeleid, 2 gradengrens en klimaatwet met broeikasgasreductie","klimaatwet, broeikasgasreductie, 2-graden-doelstelling",1,3,2,1,2,3,2,moral,3,2,False
1132,pvdd,2012,pvdd-2012.pdf,16-19,• De netto-uitstoot van broeikasgassen wordt in 2050 tot nul gereduceerd. Uiterlijk in 2020 wordt 40% van de uitstoot gereduceerd.,Specifieke CO2-neutraliteitsdoelstellingen en emissieregductietargets,"broeikasgasreductie, CO2-neutraliteit, klimaatdoelen",1,1,2,1,1,2,1,scientific,2,0,False
1133,pvdd,2012,pvdd-2012.pdf,16-19,• De werkelijke kosten van producten en diensten worden in de prijs doorberekend en niet meer afgewenteld op de samenleving. • Er wordt eerlijke en duidelijke informatie gegeven over de impact van producten en diensten op klimaat en milieu.,Betreft klimaat-impact van producten en diensten in prijsstelling,"klimaat-impact, duurzame consumptie",2,2,1,1,2,1,1,economic,2,0,False
1134,pvdd,2012,pvdd-2012.pdf,19-21,Energie De Partij voor de Dieren wil toe naar een decentrale en duurzame energievoorziening waarbij burgers en bedrijven zelf energie opwekken. Zo kunnen we Nederland zelfvoorzienend maken en uiterlijk in 2050 stoppen met het verbranden van fossiele brandstoffen in Nederland.,Direct gericht op energietransitie en het stoppen met fossiele brandstoffen voor klimaatdoelen,"energietransitie, fossiele brandstoffen, duurzame energie",1,1,1,1,1,2,1,crisis_urgency,2,0,False
1135,pvdd,2012,pvdd-2012.pdf,19-21,"Eerst besparen. Energiebesparing is de goedkoopste en eerst in aanmerking komende stap naar een duurzaam energiebeleid. De Partij voor de Dieren wil het energiegebruik in Nederland fors verminderen. Er komt een wettelijke regeling om bedrijven te verplichten hun energieverbruik te verminderen. Onnodige verlichting, zoals in kantoren, etalages en voor reclames, wordt aan banden gelegd. Bestaande woningen worden energiezuinig gemaakt. Er worden strenge energie-eisen gesteld aan producten. Waar mogelijk wordt energiegebruik op wijkniveau geminimaliseerd, bijvoorbeeld via systemen voor hergebruik van restwarmte. Er komt een verplicht energielabel voor kantoren, zowel huur als koop.",Uitgebreide beleidsvoorstellen voor energiebesparing als onderdeel van duurzaam energiebeleid,"energiebesparing, energietransitie, duurzame energie",2,2,2,1,2,2,2,economic,2,0,False
1136,pvdd,2012,pvdd-2012.pdf,19-21,"Fossiele energie is verleden tijd. Het gebruik van fossiele energiebronnen is achterhaald. Kernenergie is hier geen alternatief voor, want ook kernenergie is afhankelijk van eindige grondstoffen. Bovendien produceren kerncentrales levensgevaarlijk afval. Het vasthouden aan deze vormen van energie vertraagt of belemmert de overgang naar duurzame energiebronnen. Er komen geen nieuwe kolen- en kerncentrales. Bestaande kolen- en kerncentrales worden zo snel mogelijk gesloten. CO2-opslag onder Nederlandse bodem wordt niet toegestaan, ook niet onder de Noordzee. Lege gasvelden worden niet gebruikt voor de opslag van (geïmporteerd) aardgas. Er komen geen vergunningen voor de winning van schaliegas in Nederland. Er komt een importverbod voor teerzandolie. Elektriciteit en gas die zijn opgewekt door de verbranding of vergassing van restafval, mest en dierlijke resten zijn niet duurzaam en worden daarom niet ondersteund of als 'groen' in de markt gezet.",Concrete beleidsmaatregelen voor het afbouwen van fossiele brandstoffen en kernenergie ten gunste van duurzame energie,"fossiele brandstoffen, kolencentrales, kernenergie, CO2-opslag, energietransitie",1,1,2,1,3,2,2,health_environment,3,1,False
1137,pvdd,2012,pvdd-2012.pdf,19-21,"De toekomst is duurzaam en decentraal. Elke dag weer bieden zon, wind en water voldoende energie. Er is dan ook een omschakeling naar duurzame energiebronnen mogelijk. Voor de Partij voor de Dieren heeft dit hoge prioriteit. Huizen, bedrijven en publieke gebouwen worden netto-energieleveranciers in plaats van energiegebruikers. Energiebedrijven worden verplicht om een jaarlijks oplopend percentage aan duurzaam opgewekte stroom te leveren. Zelf opgewekte energie kan teruggeleverd worden aan het net, tegen saldering van de afgenomen stroom. Energiebedrijven betalen een kostendekkende vergoeding voor de energie die particulieren netto terugleveren aan het elektriciteitsnet. Bewonerscollectieven mogen opgewekte energie onderling uitwisselen, zonder hiervoor belasting te betalen. Hierdoor kunnen hele wijken samen energie opwekken en delen. Zonnepanelen op gebouwen, langs snelwegen en rondom vliegvelden worden de norm. Windenergie wordt mogelijk gemaakt op locaties waar dieren en natuur er geen hinder van ondervinden. Windparken op zee mogen geen significante nadelige effecten hebben op het zeeleven. Bij de bouw van windmolenparken wordt niet geheid. Er komt een gecoördineerde aanpak van het ontwikkelen van een elektriciteitsinfrastructuur op zee.",Uitgebreid programma voor hernieuwbare energie met concrete maatregelen voor zon- en windenergie,"hernieuwbare energie, zonne-energie, windenergie, duurzame energie, energietransitie",2,2,2,1,3,2,2,health_environment,3,1,False
1138,pvdd,2012,pvdd-2012.pdf,20-22,"Bewonerscollectieven mogen opgewekte energie onderling uitwisselen, zonder hiervoor belasting te betalen. Hierdoor kunnen hele wijken samen energie opwekken en delen. Zonnepanelen op gebouwen, langs snelwegen en rondom vliegvelden worden de norm. Windenergie wordt mogelijk gemaakt op locaties waar dieren en natuur er geen hinder van ondervinden. Windparken op zee mogen geen significante nadelige effecten hebben op het zeeleven. Bij de bouw van windmolenparken wordt niet geheid. Er komt een gecoördineerde aanpak van het ontwikkelen van een elektriciteitsinfrastructuur op zee.",Dit gaat over hernieuwbare energie (zonne- en windenergie) en energietransitie-infrastructuur,"hernieuwbare energie, zonne-energie, windenergie, energietransitie",1,2,2,1,3,1,1,health_environment,3,1,False
1139,pvdd,2012,pvdd-2012.pdf,20-22,"Biobrandstoffen zijn geen oplossing. Biobrandstoffen uit bijvoorbeeld maïs en palmolie bedreigen de voedselvoorziening, zorgen voor ontbossing en dragen zelfs bij aan de opwarming van de aarde. Er worden strenge duurzaamheidscriteria gesteld aan biobrandstoffen. Zolang aan deze criteria niet wordt voldaan, worden er geen biobrandstoffen geïmporteerd naar Nederland.",Dit behandelt biobrandstoffen in relatie tot klimaatverandering en opwarming van de aarde,"biobrandstoffen, opwarming van de aarde, duurzaamheidscriteria",1,2,3,1,4,1,2,health_environment,4,2,False
